idCarpeta,Dia,Mes,Año,Fecha,Hora,Delito,CalidadJuridica,Categoria,Colonia,Alcalia,Sexo,Edad,TipoPersona,longitud,latitud
8447509.0,1.0,Enero,2019.0,08/01/2019,43200.0,USURPACIÓN DE IDENTIDAD,VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,LOMAS DE SANTA FE,CUAJIMALPA DE MORELOS,Femenino,,FISICA,-99.27585,19.35571
8447635.0,4.0,Abril,2019.0,20/04/2019,64800.0,FRAUDE,OFENDIDO,DELITO DE BAJO IMPACTO,CUAJIMALPA,CUAJIMALPA DE MORELOS,Masculino,,FISICA,-99.30096,19.35501
8447809.0,6.0,Junio,2019.0,09/06/2019,29700.0,ROBO A CASA HABITACION SIN VIOLENCIA,OFENDIDO Y DENUNCIANTE,DELITO DE BAJO IMPACTO,CONTADERO,CUAJIMALPA DE MORELOS,Femenino,39.0,FISICA,-99.30121,19.34742
8447809.0,6.0,Junio,2019.0,09/06/2019,29700.0,ROBO A CASA HABITACION SIN VIOLENCIA,VICTIMA,DELITO DE BAJO IMPACTO,CONTADERO,CUAJIMALPA DE MORELOS,,,MORAL,-99.30121,19.34742
8447896.0,6.0,Junio,2019.0,05/06/2019,27000.0,ROBO DE OBJETOS,OFENDIDO,DELITO DE BAJO IMPACTO,ZENTLAPATL,CUAJIMALPA DE MORELOS,,,MORAL,-99.30553,19.35673
8448056.0,6.0,Junio,2019.0,10/06/2019,29400.0,VIOLENCIA FAMILIAR,VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,LOMAS DE MEMETLA,CUAJIMALPA DE MORELOS,Femenino,49.0,FISICA,-99.28514,19.35314
8448226.0,6.0,Junio,2019.0,10/06/2019,34200.0,VIOLENCIA FAMILIAR,VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,EL YAQUI,CUAJIMALPA DE MORELOS,Femenino,49.0,FISICA,-99.28646,19.36067
8448723.0,6.0,Junio,2019.0,11/06/2019,29700.0,ROBO A NEGOCIO SIN VIOLENCIA,OFENDIDO,DELITO DE BAJO IMPACTO,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,,,MORAL,-99.26727,19.38229
8448785.0,6.0,Junio,2019.0,09/06/2019,72000.0,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,VICTIMA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,LOMAS DE SANTA FE,CUAJIMALPA DE MORELOS,Masculino,,FISICA,-99.26865,19.3606
8448860.0,6.0,Junio,2019.0,08/06/2019,73800.0,ROBO A CASA HABITACION SIN VIOLENCIA,VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,BOSQUES DE LAS LOMAS,CUAJIMALPA DE MORELOS,Femenino,55.0,FISICA,-99.25465,19.38795
8448918.0,6.0,Junio,2019.0,11/06/2019,44100.0,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,VICTIMA Y DENUNCIANTE,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,SAN JOSÉ DE LOS CEDROS,CUAJIMALPA DE MORELOS,Masculino,35.0,FISICA,-99.29244,19.36018
